candidate_id,estate,source_id,node_type,title,document_or_part,paragraph_or_rule,url,matched_amounts,rule_based_reason,snippet,is_threshold,inflation_index_candidate,threshold_amounts,threshold_type,confidence,llm_rationale
cand-00162,sop,43505e0174bd18f6,guidance_paragraph,SoP5/15 – The PRA’s methodologies for setting Pillar 2 capital 9.47,SoP5/15 – The PRA’s methodologies for setting Pillar 2 capital,9.47,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-methodologies-for-setting-pillar-2-capital/01-06-2026#44cbbc6d398e499c833c746419a7e1c8,£5 billion,Monetary amount appears with threshold/trigger language.,Firms with total assets less than £5 billion may be requested by supervisors to complete PRA111 on a case-by-case basis.,true,true,£5 billion,reporting_trigger,high,Firms below £5bn may be requested to complete PRA111 case-by-case.
cand-00277,sop,649aa1e54c29cce1,guidance_paragraph,SoP7/24 – The Prudential Regulation Authority’s approach to insurance branch authorisation and supervision 2.29,SoP7/24 – The Prudential Regulation Authority’s approach to insurance branch authorisation and supervision,2.29,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pra-approach-to-insurance-branch-authorisation-and-supervision/01-06-2026#pdf-page-13,£600 m,Monetary amount appears with threshold/trigger language.,"While not a hard threshold, the PRA expects third-country branches to have under £600 million of insurance liabilities covered by the FSCS when operating as a branch and may consider authorisation as a subsidiary as an alternative where this is not the case.",true,true,£600 million,permission_or_exemption_condition,medium,"PRA branch expectation uses FSCS liabilities under £600m, though not a hard threshold."
cand-00278,sop,bc96fc6a4dfc3dcb,guidance_paragraph,SoP7/24 – The Prudential Regulation Authority’s approach to insurance branch authorisation and supervision 2.33,SoP7/24 – The Prudential Regulation Authority’s approach to insurance branch authorisation and supervision,2.33,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pra-approach-to-insurance-branch-authorisation-and-supervision/01-06-2026#pdf-page-14,£600500 m,Monetary amount appears with threshold/trigger language.,"If an insurer’s FSCS liabilities are below the threshold of £600500 million, it could still, in some cases, pose a risk to the financial stability of the UK.",true,true,£600 million,permission_or_exemption_condition,low,OCR-corrupted text refers to an FSCS liabilities threshold around £600m.
cand-00001,ss,3d1b2de118f9762f,guidance_document,LSS7/13 – The relationship between the external auditor and the supervisor: a code of practice,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/lss07-13----the-relationship-between-the-external-auditor-and-the-supervisor-a-code-of-practice/01-06-2026,"EUR 730,000,",Monetary amount appears with threshold/trigger language.,"The key risks identified during the meeting should be shared with should involve at least the supervisory team leader, the lead the lead audit partner before finalisation. (4) An investment firm would meet the conditions for designation by the PRA where, audit partner and the chair of the audit committee (or an broadly speaking, it: alternate independent non-executive director if appropriate to (a) has, or has applied for, permission to deal in investments as principal; and (b) has, or would have if it were authorised, a minimum capital of EUR 730,000, the circumstances).",true,true,"EUR 730,000",capital_or_resource_minimum,high,PRA designation condition includes having minimum capital of EUR730k.
cand-00002,ss,9dc2cf04876cb410,guidance_document,SS10/13 – Credit risk - standardised approach,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss10-13----credit-risk---standardised-approach/01-06-2026,€1 m,Monetary amount appears with threshold/trigger language.,"Retail exposures 4.1 Where an exposure is denominated in a currency other than the Euro, the PRA expects firms to use appropriate and consistent exchange rates to determine compliance with relevant CRR thresholds.1 Accordingly, the PRA expects a firm to calculate the Euro equivalent value of the exposure for the purposes of establishing compliance with the aggregate monetary limit of €1 million for retail exposures using a set of exchange rates the firm considers to be appropriate.",true,true,€1 million,scope_trigger,high,CRR retail exposure classification uses aggregate monetary limit of €1m.
cand-00003,ss,05c1c6dd373ebc28,guidance_document,SS10/16 – Solvency II: Remuneration requirements,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss10-16---solvency-ii-remuneration-requirements/01-06-2026,"£500,000",Monetary amount appears with threshold/trigger language.,"In this context, firms may be aware that, in respect of UK banking and asset management entities (subject to CRD, AIFMD and UCITS V), current PRA and FCA guidance2 provides for the prescriptive requirements on deferral to be disapplied if an individual has total remuneration of no more than £500,000 and has been awarded variable remuneration of no more than 33% of their total remuneration.",true,true,"£500,000",permission_or_exemption_condition,high,Remuneration deferral requirements may be disapplied where total remuneration is no more than £500k.
cand-00004,ss,2bb3e2fe012dc849,guidance_document,SS11/13 – Internal Ratings Based (IRB) approaches,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss11-13--internal-ratings-based-irb-approaches/01-06-2026,£1 billion,Monetary amount appears with threshold/trigger language.,6.3 The PRA considers that the ‘limited number of material counterparties’ test is unlikely to be met if for the UK group total exposures to ‘higher-risk’ sovereigns and institutions exceed either £1 billion or 5% of total assets (other than in the case of temporary fluctuations above these levels).,true,true,£1 billion,permission_or_exemption_condition,high,IRB limited counterparties test unlikely if higher-risk exposures exceed £1bn.
cand-00005,ss,2bb3e2fe012dc849,guidance_document,SS11/13 – Internal Ratings Based (IRB) approaches,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss11-13--internal-ratings-based-irb-approaches/01-06-2026,£200 m; £100 m,Monetary amount appears with threshold/trigger language.,"These models continue to be monitored as required by the CRR. (d) Only adjustments that increase RWA and EL are made and there should be no netting of adjustments across portfolios (eg if there are two data issues, in separate portfolios, one which increases RWA by £200 million and one that decreased RWA by £100 million, only the adjustment increase of £200 million is applied).",false,false,,not_a_threshold,high,Amounts are illustrative RWA/EL data issue adjustments.
cand-00006,ss,e7a88ca8839e99d0,guidance_document,SS13/16 – Underwriting standards for buy-to-let mortgage contracts,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss13-16---underwriting-standards-for-buy-to-let-mortgage-contracts/01-06-2026,"£300,000,; £3,000,000,",Monetary amount appears with threshold/trigger language.,"Expected rental income should be verified by a suitably qualified valuer who is independent of the borrower, automated valuation models or evidence of an existing rental agreement, subject to appropriate policies, controls and risk management. (iv) If a firm is aware that there is likely to be a future change in the income of the borrower during the term of the buy-to-let mortgage contract, such as retirement, the firm should take this into account. (v) For ‘high net worth borrowers’ firms may use the borrower’s wealth in assessing the affordability for the buy-to-let mortgage contract (for the purposes of this SS ‘high net worth borrower’ means a borrower with an annual net income of no less than £300,000, or net assets of no less than £3,000,000, or whose obligations are guaranteed by a person with an income or assets of such amount). (vi) Firms should obtain evidence of the income or wealth of the borrower using appropriate methods of validation. (b) Credit commitments: (i) Examples of credit commitments include mortgages (from all of the borrower’s properties), loans, motor finance and credit cards which will continue after the buy- to-let mortgage contract is entered into. (ii",true,true,"£300,000; £3,000,000",permission_or_exemption_condition,high,High net worth borrower definition uses minimum income/assets amounts.
cand-00007,ss,22eabaaf24b94155,guidance_document,SS14/16 – Reporting instructions for non Solvency II firms except friendly societies,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss14-16---reporting-instructions-for-non-solvency-ii-firms-except-friendly-societies/01-06-2026,"£1,000,",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"2 A firm must show amounts to the nearest £1,000, in accordance with Insurance Company – Reporting 6.14.",false,false,,not_a_threshold,high,"£1k is a reporting rounding unit, not a boundary or trigger."
cand-00008,ss,22eabaaf24b94155,guidance_document,SS14/16 – Reporting instructions for non Solvency II firms except friendly societies,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss14-16---reporting-instructions-for-non-solvency-ii-firms-except-friendly-societies/01-06-2026,"£20,000",Monetary amount appears with threshold/trigger language.,"23 In each case, where a counterparty exposure of the insurer which is subject to any of the limits set out in the Insurance Company – Exposure Limits 7.4(1) exceeds at the end of the financial year in question: (a) 5% of the sum of its base capital resources requirement and its long-term insurance liabilities, excluding property linked liabilities and net of reinsurance ceded; or (b) the sum of £20,000 and 5% of its liabilities arising from its general insurance business, net of reinsurance ceded, as appropriate: (a) the amount of that exposure; and (b) the nature of the assets held which give rise to that exposure, should be stated by way of a supplementary note to Form 13 (using Code 1306 for other than long- term insurance business and Code 1312 for long term insurance business).",true,true,"£20,000",reporting_trigger,high,Supplementary reporting is required when exposure exceeds formula including £20k.
cand-00009,ss,22eabaaf24b94155,guidance_document,SS14/16 – Reporting instructions for non Solvency II firms except friendly societies,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss14-16---reporting-instructions-for-non-solvency-ii-firms-except-friendly-societies/01-06-2026,£10m; £1m,Monetary amount appears with threshold/trigger language.,12 For each risk category in the Instruction 11 only applies if the amount included in columns 2 plus 3 plus 4 on Form 20A that arises from transferred policies exceeds £10m or the higher of £1m and 10% of the amount shown in columns 2 plus 3 plus 4 on Form 20A for that risk category.,true,true,£10 million; £1 million,reporting_trigger,high,Reporting instruction applies only if transferred policies exceed monetary thresholds.
cand-00010,ss,22eabaaf24b94155,guidance_document,SS14/16 – Reporting instructions for non Solvency II firms except friendly societies,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss14-16---reporting-instructions-for-non-solvency-ii-firms-except-friendly-societies/01-06-2026,"£ 20,000",Monetary amount appears with threshold/trigger language.,"5 For the purpose of material connected party disclosure, material connected- party transaction means a connected party transaction for which (together with any similar transactions): (a) the price actually paid or received for the transfer of assets or liabilities or the performance of services; (b) the price which would have been paid or received had that transaction been negotiated at arm’s length between unconnected parties, exceeds; (c) in the case of an insurer that carries on long-term insurance business but not general insurance business, 5% of the insurer’s liabilities arising from its long-term insurance business, excluding property-linked liabilities and net of reinsurance ceded; Reporting instructions for non-Solvency II firms (except friendly societies) October 2016 41 (d) in the case of an insurer that carries on general insurance business, but not long-term insurance business, the sum of £ 20,000 and 5% of the insurer’s liabilities arising from its general insurance business, net of reinsurance ceded; or (e) in the case of an insurer that carries on both types of business either: a.",true,true,"£20,000",reporting_trigger,high,Material connected-party disclosure threshold includes £20k plus 5% liabilities.
